Czas(s),Calkowity czas oczekiwania(s)
15590.0,200.0
15595.0,210.0
15600.0,210.0
15605.0,235.0
15610.0,180.0
15615.0,155.0
15620.0,130.0
15625.0,155.0
15630.0,175.0
15635.0,215.0
15640.0,225.0
15645.0,255.0
15650.0,295.0
15655.0,310.0
15660.0,335.0
15665.0,340.0
15670.0,340.0
15675.0,320.0
15680.0,305.0
15685.0,335.0
15690.0,325.0
15695.0,260.0
15700.0,230.0
15705.0,220.0
15710.0,205.0
15715.0,145.0
15720.0,155.0
15725.0,115.0
15730.0,120.0
15735.0,100.0
15740.0,135.0
15745.0,140.0
15750.0,150.0
15755.0,145.0
15760.0,175.0
15765.0,185.0
15770.0,225.0
15775.0,170.0
15780.0,140.0
15785.0,135.0
15790.0,130.0
15795.0,145.0
15800.0,180.0
15805.0,210.0
15810.0,225.0
15815.0,210.0
15820.0,220.0
15825.0,220.0
15830.0,250.0
15835.0,250.0
15840.0,290.0
15845.0,330.0
15850.0,350.0
15855.0,360.0
15860.0,350.0
15865.0,390.0
15870.0,280.0
15875.0,230.0
15880.0,270.0
15885.0,270.0
15890.0,305.0
15895.0,330.0
15900.0,310.0
15905.0,340.0
15910.0,350.0
15915.0,385.0
15920.0,405.0
15925.0,420.0
15930.0,460.0
15935.0,460.0
15940.0,470.0
15945.0,490.0
15950.0,505.0
15955.0,520.0
15960.0,505.0
15965.0,505.0
15970.0,475.0
15975.0,400.0
15980.0,390.0
15985.0,405.0
15990.0,380.0
15995.0,330.0
16000.0,310.0
16005.0,305.0
16010.0,275.0
16015.0,285.0
16020.0,295.0
16025.0,315.0
16030.0,290.0
16035.0,295.0
16040.0,215.0
16045.0,245.0
16050.0,225.0
16055.0,255.0
16060.0,290.0
16065.0,310.0
16070.0,260.0
16075.0,275.0
16080.0,280.0
16085.0,230.0
16090.0,225.0
16095.0,190.0
16100.0,95.0
16105.0,95.0
16110.0,115.0
16115.0,105.0
16120.0,115.0
16125.0,110.0
16130.0,135.0
16135.0,150.0
16140.0,190.0
16145.0,210.0
16150.0,215.0
16155.0,200.0
16160.0,285.0
16165.0,300.0
16170.0,330.0
16175.0,340.0
16180.0,355.0
16185.0,380.0
16190.0,405.0
16195.0,365.0
16200.0,385.0
16205.0,390.0
16210.0,365.0
16215.0,315.0
16220.0,225.0
16225.0,260.0
16230.0,220.0
16235.0,205.0
16240.0,230.0
16245.0,230.0
16250.0,230.0
16255.0,220.0
16260.0,210.0
16265.0,225.0
16270.0,250.0
16275.0,195.0
16280.0,240.0
16285.0,225.0
16290.0,240.0
16295.0,255.0
16300.0,275.0
16305.0,300.0
16310.0,315.0
16315.0,275.0
16320.0,260.0
16325.0,280.0
16330.0,245.0
16335.0,210.0
16340.0,230.0
16345.0,180.0
16350.0,170.0
16355.0,180.0
16360.0,145.0
16365.0,180.0
16370.0,185.0
16375.0,215.0
16380.0,230.0
16385.0,270.0
16390.0,275.0
16395.0,315.0
16400.0,315.0
16405.0,340.0
16410.0,345.0
16415.0,325.0
16420.0,325.0
16425.0,280.0
16430.0,295.0
16435.0,255.0
16440.0,230.0
16445.0,215.0
16450.0,210.0
16455.0,215.0
16460.0,205.0
16465.0,220.0
16470.0,270.0
16475.0,255.0
16480.0,275.0
16485.0,280.0
16490.0,305.0
16495.0,300.0
16500.0,315.0
16505.0,335.0
16510.0,355.0
16515.0,365.0
16520.0,415.0
16525.0,465.0
16530.0,470.0
16535.0,445.0
16540.0,465.0
16545.0,465.0
16550.0,520.0
16555.0,535.0
16560.0,545.0
16565.0,570.0
16570.0,605.0
16575.0,565.0
16580.0,575.0
16585.0,570.0
16590.0,535.0
16595.0,550.0
16600.0,495.0
16605.0,450.0
16610.0,460.0
16615.0,455.0
16620.0,425.0
16625.0,370.0
16630.0,390.0
16635.0,390.0
16640.0,405.0
16645.0,350.0
16650.0,375.0
16655.0,420.0
16660.0,430.0
16665.0,450.0
16670.0,465.0
16675.0,450.0
16680.0,395.0
16685.0,415.0
16690.0,430.0
16695.0,420.0
16700.0,395.0
16705.0,410.0
16710.0,360.0
16715.0,350.0
16720.0,335.0
16725.0,305.0
16730.0,385.0
16735.0,285.0
16740.0,290.0
16745.0,325.0
16750.0,360.0
16755.0,240.0
16760.0,260.0
16765.0,285.0
16770.0,260.0
16775.0,230.0
16780.0,215.0
16785.0,235.0
16790.0,270.0
16795.0,230.0
16800.0,215.0
16805.0,180.0
16810.0,180.0
16815.0,215.0
16820.0,235.0
16825.0,225.0
16830.0,170.0
16835.0,175.0
16840.0,185.0
16845.0,195.0
16850.0,225.0
16855.0,230.0
16860.0,250.0
16865.0,275.0
16870.0,305.0
16875.0,290.0
16880.0,290.0
16885.0,300.0
16890.0,250.0
16895.0,250.0
16900.0,215.0
16905.0,210.0
16910.0,180.0
16915.0,155.0
16920.0,145.0
16925.0,190.0
16930.0,215.0
16935.0,220.0
16940.0,215.0
16945.0,220.0
16950.0,230.0
16955.0,230.0
16960.0,150.0
16965.0,135.0
16970.0,130.0
16975.0,140.0
16980.0,135.0
16985.0,130.0
16990.0,160.0
16995.0,145.0
17000.0,155.0
17005.0,185.0
17010.0,220.0
17015.0,260.0
17020.0,315.0
17025.0,345.0
17030.0,370.0
17035.0,425.0
17040.0,455.0
17045.0,455.0
17050.0,420.0
17055.0,390.0
17060.0,395.0
17065.0,415.0
17070.0,455.0
17075.0,415.0
17080.0,430.0
17085.0,430.0
17090.0,355.0
17095.0,375.0
17100.0,315.0
17105.0,300.0
17110.0,290.0
17115.0,305.0
17120.0,275.0
17125.0,275.0
17130.0,290.0
17135.0,260.0
17140.0,250.0
17145.0,250.0
17150.0,250.0
17155.0,235.0
17160.0,225.0
17165.0,270.0
17170.0,285.0
17175.0,320.0
17180.0,335.0
17185.0,295.0
17190.0,310.0
17195.0,355.0
17200.0,375.0
17205.0,400.0
17210.0,395.0
17215.0,380.0
17220.0,420.0
17225.0,450.0
17230.0,500.0
17235.0,455.0
17240.0,485.0
17245.0,420.0
17250.0,435.0
17255.0,455.0
17260.0,390.0
17265.0,420.0
17270.0,435.0
17275.0,410.0
17280.0,435.0
17285.0,405.0
17290.0,370.0
17295.0,350.0
17300.0,340.0
17305.0,305.0
17310.0,340.0
17315.0,265.0
17320.0,290.0
17325.0,315.0
17330.0,310.0
17335.0,325.0
17340.0,355.0
17345.0,375.0
17350.0,370.0
17355.0,315.0
17360.0,305.0
17365.0,355.0
17370.0,360.0
17375.0,360.0
17380.0,385.0
17385.0,385.0
17390.0,380.0
17395.0,280.0
17400.0,285.0
17405.0,265.0
17410.0,260.0
17415.0,245.0
17420.0,255.0
17425.0,230.0
17430.0,185.0
17435.0,190.0
17440.0,215.0
17445.0,210.0
17450.0,200.0
17455.0,140.0
17460.0,130.0
17465.0,140.0
17470.0,100.0
17475.0,85.0
17480.0,105.0
17485.0,130.0
17490.0,145.0
17495.0,170.0
17500.0,185.0
17505.0,180.0
17510.0,170.0
17515.0,185.0
17520.0,190.0
17525.0,210.0
17530.0,175.0
17535.0,195.0
17540.0,185.0
17545.0,190.0
17550.0,190.0
17555.0,155.0
17560.0,175.0
17565.0,205.0
17570.0,195.0
17575.0,185.0
17580.0,180.0
17585.0,170.0
17590.0,200.0
17595.0,190.0
17600.0,215.0
17605.0,245.0
17610.0,255.0
17615.0,275.0
17620.0,245.0
17625.0,245.0
17630.0,270.0
17635.0,305.0
17640.0,330.0
17645.0,335.0
17650.0,355.0
17655.0,345.0
17660.0,365.0
17665.0,375.0
17670.0,325.0
17675.0,325.0
17680.0,310.0
17685.0,200.0
17690.0,215.0
17695.0,180.0
17700.0,160.0
17705.0,155.0
17710.0,170.0
17715.0,195.0
17720.0,195.0
17725.0,210.0
17730.0,215.0
17735.0,200.0
17740.0,195.0
17745.0,180.0
17750.0,175.0
17755.0,160.0
17760.0,175.0
17765.0,165.0
17770.0,190.0
17775.0,165.0
17780.0,160.0
17785.0,185.0
17790.0,175.0
17795.0,205.0
17800.0,210.0
17805.0,235.0
17810.0,275.0
17815.0,280.0
17820.0,295.0
17825.0,245.0
17830.0,240.0
17835.0,235.0
17840.0,260.0
17845.0,260.0
17850.0,280.0
17855.0,300.0
17860.0,300.0
17865.0,270.0
17870.0,235.0
17875.0,215.0
17880.0,145.0
17885.0,155.0
17890.0,175.0
17895.0,150.0
17900.0,170.0
17905.0,150.0
17910.0,140.0
17915.0,135.0
17920.0,145.0
17925.0,165.0
17930.0,175.0
17935.0,165.0
17940.0,165.0
17945.0,190.0
17950.0,215.0
17955.0,220.0
17960.0,255.0
17965.0,235.0
17970.0,205.0
17975.0,190.0
17980.0,220.0
17985.0,220.0
17990.0,220.0
17995.0,230.0
18000.0,240.0
18005.0,205.0
18010.0,235.0
18015.0,210.0
18020.0,230.0
18025.0,265.0
18030.0,305.0
18035.0,355.0
18040.0,390.0
18045.0,400.0
18050.0,445.0
18055.0,445.0
18060.0,430.0
18065.0,390.0
18070.0,305.0
18075.0,300.0
18080.0,285.0
18085.0,240.0
18090.0,180.0
18095.0,190.0
18100.0,210.0
18105.0,235.0
18110.0,270.0
18115.0,275.0
18120.0,310.0
18125.0,295.0
18130.0,300.0
18135.0,315.0
18140.0,345.0
18145.0,340.0
18150.0,385.0
18155.0,350.0
18160.0,350.0
18165.0,290.0
18170.0,330.0
18175.0,335.0
18180.0,310.0
18185.0,270.0
18190.0,210.0
18195.0,190.0
18200.0,210.0
18205.0,195.0
18210.0,155.0
18215.0,170.0
18220.0,210.0
18225.0,225.0
18230.0,215.0
18235.0,220.0
18240.0,225.0
18245.0,190.0
18250.0,220.0
18255.0,245.0
18260.0,240.0
18265.0,235.0
18270.0,265.0
18275.0,300.0
18280.0,265.0
18285.0,195.0
18290.0,205.0
18295.0,265.0
18300.0,305.0
18305.0,355.0
18310.0,370.0
18315.0,365.0
18320.0,325.0
18325.0,350.0
18330.0,360.0
18335.0,370.0
18340.0,355.0
18345.0,350.0
18350.0,305.0
18355.0,235.0
18360.0,260.0
18365.0,290.0
18370.0,265.0
18375.0,280.0
18380.0,295.0
18385.0,290.0
18390.0,325.0
18395.0,315.0
18400.0,250.0
18405.0,260.0
18410.0,305.0
18415.0,300.0
18420.0,300.0
18425.0,260.0
18430.0,260.0
18435.0,295.0
18440.0,335.0
18445.0,300.0
18450.0,310.0
18455.0,275.0
18460.0,275.0
18465.0,305.0
18470.0,300.0
18475.0,320.0
18480.0,290.0
18485.0,315.0
18490.0,330.0
18495.0,375.0
18500.0,380.0
18505.0,420.0
18510.0,435.0
18515.0,385.0
18520.0,405.0
18525.0,425.0
18530.0,455.0
18535.0,440.0
18540.0,445.0
18545.0,450.0
18550.0,440.0
18555.0,375.0
18560.0,395.0
18565.0,360.0
18570.0,400.0
18575.0,340.0
18580.0,365.0
18585.0,320.0
18590.0,340.0
18595.0,340.0
18600.0,375.0
18605.0,385.0
18610.0,385.0
18615.0,365.0
18620.0,340.0
18625.0,330.0
18630.0,375.0
18635.0,295.0
18640.0,285.0
18645.0,300.0
18650.0,300.0
18655.0,335.0
18660.0,350.0
18665.0,395.0
18670.0,390.0
18675.0,435.0
18680.0,455.0
18685.0,445.0
18690.0,440.0
18695.0,460.0
18700.0,415.0
18705.0,405.0
18710.0,445.0
18715.0,465.0
18720.0,490.0
18725.0,455.0
18730.0,460.0
18735.0,465.0
18740.0,445.0
18745.0,435.0
18750.0,435.0
18755.0,440.0
18760.0,390.0
18765.0,430.0
18770.0,425.0
18775.0,450.0
18780.0,470.0
18785.0,420.0
18790.0,415.0
18795.0,445.0
18800.0,500.0
18805.0,460.0
18810.0,505.0
18815.0,515.0
18820.0,545.0
18825.0,495.0
18830.0,460.0
18835.0,475.0
18840.0,490.0
18845.0,480.0
18850.0,480.0
18855.0,515.0
18860.0,465.0
18865.0,470.0
18870.0,445.0
18875.0,425.0
18880.0,365.0
18885.0,300.0
18890.0,290.0
18895.0,260.0
18900.0,245.0
18905.0,190.0
18910.0,165.0
18915.0,175.0
18920.0,205.0
18925.0,240.0
18930.0,240.0
18935.0,280.0
18940.0,270.0
18945.0,275.0
18950.0,295.0
18955.0,300.0
18960.0,315.0
18965.0,330.0
18970.0,340.0
18975.0,335.0
18980.0,280.0
18985.0,260.0
18990.0,245.0
18995.0,215.0
19000.0,210.0
19005.0,205.0
19010.0,210.0
19015.0,240.0
19020.0,235.0
19025.0,255.0
19030.0,195.0
19035.0,220.0
19040.0,215.0
19045.0,230.0
19050.0,235.0
19055.0,255.0
19060.0,270.0
19065.0,220.0
19070.0,200.0
19075.0,230.0
19080.0,230.0
19085.0,260.0
19090.0,290.0
19095.0,280.0
19100.0,290.0
19105.0,310.0
19110.0,310.0
19115.0,330.0
19120.0,250.0
19125.0,270.0
19130.0,265.0
19135.0,260.0
19140.0,305.0
19145.0,315.0
19150.0,325.0
19155.0,325.0
19160.0,330.0
19165.0,345.0
19170.0,330.0
19175.0,280.0
19180.0,285.0
19185.0,225.0
19190.0,255.0
19195.0,285.0
19200.0,320.0
19205.0,270.0
19210.0,295.0
19215.0,340.0
19220.0,360.0
19225.0,390.0
19230.0,340.0
19235.0,380.0
19240.0,345.0
19245.0,350.0
19250.0,365.0
19255.0,330.0
19260.0,340.0
19265.0,335.0
19270.0,340.0
19275.0,330.0
19280.0,285.0
19285.0,245.0
19290.0,270.0
19295.0,300.0
19300.0,310.0
19305.0,270.0
19310.0,290.0
19315.0,255.0
19320.0,285.0
19325.0,290.0
19330.0,275.0
19335.0,300.0
19340.0,290.0
19345.0,265.0
19350.0,245.0
19355.0,255.0
19360.0,260.0
19365.0,240.0
19370.0,175.0
19375.0,165.0
19380.0,185.0
19385.0,200.0
19390.0,190.0
19395.0,170.0
19400.0,170.0
19405.0,190.0
19410.0,185.0
19415.0,200.0
19420.0,190.0
19425.0,165.0
19430.0,140.0
19435.0,180.0
19440.0,205.0
19445.0,215.0
19450.0,235.0
19455.0,255.0
19460.0,240.0
19465.0,260.0
19470.0,250.0
19475.0,200.0
19480.0,210.0
19485.0,240.0
19490.0,275.0
19495.0,285.0
19500.0,300.0
19505.0,335.0
19510.0,380.0
19515.0,405.0
19520.0,435.0
19525.0,450.0
19530.0,415.0
19535.0,395.0
19540.0,325.0
19545.0,350.0
19550.0,380.0
19555.0,380.0
19560.0,330.0
19565.0,375.0
19570.0,385.0
19575.0,420.0
19580.0,430.0
19585.0,430.0
19590.0,450.0
19595.0,395.0
19600.0,280.0
19605.0,250.0
19610.0,240.0
19615.0,200.0
19620.0,190.0
19625.0,220.0
19630.0,210.0
19635.0,230.0
19640.0,205.0
19645.0,220.0
19650.0,200.0
19655.0,235.0
19660.0,205.0
19665.0,235.0
19670.0,245.0
19675.0,265.0
19680.0,265.0
19685.0,280.0
19690.0,280.0
19695.0,280.0
19700.0,265.0
19705.0,265.0
19710.0,280.0
19715.0,315.0
19720.0,345.0
19725.0,340.0
19730.0,345.0
19735.0,310.0
19740.0,235.0
19745.0,270.0
19750.0,220.0
19755.0,235.0
19760.0,255.0
19765.0,290.0
19770.0,325.0
19775.0,345.0
19780.0,375.0
19785.0,400.0
19790.0,445.0
19795.0,480.0
19800.0,510.0
19805.0,520.0
19810.0,520.0
19815.0,520.0
19820.0,485.0
19825.0,395.0
19830.0,260.0
19835.0,245.0
19840.0,205.0
19845.0,235.0
19850.0,260.0
19855.0,240.0
19860.0,215.0
19865.0,260.0
19870.0,285.0
19875.0,325.0
19880.0,325.0
19885.0,355.0
19890.0,340.0
19895.0,335.0
19900.0,335.0
19905.0,320.0
19910.0,310.0
19915.0,315.0
19920.0,340.0
19925.0,340.0
19930.0,360.0
19935.0,380.0
19940.0,365.0
19945.0,345.0
19950.0,400.0
19955.0,400.0
19960.0,360.0
19965.0,355.0
19970.0,330.0
19975.0,365.0
19980.0,385.0
19985.0,385.0
19990.0,350.0
19995.0,345.0
20000.0,340.0
20005.0,345.0
20010.0,360.0
20015.0,305.0
20020.0,345.0
20025.0,375.0
20030.0,405.0
20035.0,430.0
20040.0,470.0
20045.0,515.0
20050.0,520.0
20055.0,550.0
20060.0,580.0
20065.0,615.0
20070.0,610.0
20075.0,635.0
20080.0,625.0
20085.0,660.0
20090.0,715.0
20095.0,720.0
20100.0,660.0
20105.0,610.0
20110.0,595.0
20115.0,615.0
20120.0,635.0
20125.0,640.0
20130.0,655.0
20135.0,640.0
20140.0,610.0
20145.0,615.0
20150.0,625.0
20155.0,615.0
20160.0,605.0
20165.0,560.0
20170.0,565.0
20175.0,415.0
20180.0,295.0
20185.0,195.0
20190.0,190.0
20195.0,180.0
20200.0,90.0
20205.0,95.0
20210.0,120.0
20215.0,150.0
20220.0,180.0
20225.0,205.0
20230.0,255.0
20235.0,265.0
20240.0,245.0
20245.0,260.0
20250.0,265.0
20255.0,280.0
20260.0,290.0
20265.0,275.0
20270.0,290.0
20275.0,250.0
20280.0,240.0
20285.0,200.0
20290.0,145.0
20295.0,150.0
20300.0,175.0
20305.0,180.0
20310.0,205.0
20315.0,220.0
20320.0,235.0
20325.0,220.0
20330.0,270.0
20335.0,280.0
20340.0,310.0
20345.0,295.0
20350.0,320.0
20355.0,360.0
20360.0,385.0
20365.0,395.0
20370.0,405.0
20375.0,420.0
20380.0,435.0
20385.0,485.0
20390.0,425.0
20395.0,335.0
20400.0,230.0
20405.0,315.0
20410.0,255.0
20415.0,215.0
20420.0,195.0
20425.0,205.0
20430.0,215.0
20435.0,225.0
20440.0,195.0
20445.0,195.0
20450.0,130.0
20455.0,140.0
20460.0,170.0
20465.0,190.0
20470.0,175.0
20475.0,215.0
20480.0,220.0
20485.0,215.0
20490.0,230.0
20495.0,260.0
20500.0,290.0
20505.0,290.0
20510.0,295.0
20515.0,335.0
20520.0,350.0
20525.0,350.0
20530.0,370.0
20535.0,355.0
20540.0,290.0
20545.0,235.0
20550.0,260.0
20555.0,250.0
20560.0,290.0
20565.0,305.0
20570.0,320.0
20575.0,280.0
20580.0,270.0
20585.0,230.0
20590.0,260.0
20595.0,280.0
20600.0,305.0
20605.0,335.0
20610.0,375.0
20615.0,395.0
20620.0,425.0
20625.0,445.0
20630.0,465.0
20635.0,425.0
20640.0,370.0
20645.0,330.0
20650.0,370.0
20655.0,375.0
20660.0,390.0
20665.0,380.0
20670.0,310.0
20675.0,210.0
20680.0,240.0
20685.0,230.0
20690.0,200.0
20695.0,225.0
20700.0,215.0
20705.0,210.0
20710.0,220.0
20715.0,230.0
20720.0,205.0
20725.0,240.0
20730.0,245.0
20735.0,280.0
20740.0,280.0
20745.0,310.0
20750.0,270.0
20755.0,245.0
20760.0,290.0
20765.0,285.0
20770.0,275.0
20775.0,235.0
20780.0,170.0
20785.0,160.0
20790.0,180.0
20795.0,215.0
20800.0,230.0
20805.0,245.0
20810.0,230.0
20815.0,245.0
20820.0,235.0
20825.0,190.0
20830.0,180.0
20835.0,170.0
20840.0,180.0
20845.0,175.0
20850.0,175.0
20855.0,150.0
20860.0,140.0
20865.0,145.0
20870.0,145.0
20875.0,155.0
20880.0,175.0
20885.0,190.0
20890.0,210.0
20895.0,200.0
20900.0,215.0
20905.0,230.0
20910.0,245.0
20915.0,285.0
20920.0,325.0
20925.0,355.0
20930.0,395.0
20935.0,390.0
20940.0,365.0
20945.0,395.0
20950.0,345.0
20955.0,330.0
20960.0,330.0
20965.0,280.0
20970.0,315.0
20975.0,340.0
20980.0,360.0
20985.0,350.0
20990.0,345.0
20995.0,350.0
21000.0,300.0
21005.0,310.0
21010.0,315.0
21015.0,275.0
21020.0,270.0
21025.0,295.0
21030.0,235.0
21035.0,245.0
21040.0,240.0
21045.0,215.0
21050.0,250.0
21055.0,245.0
21060.0,250.0
21065.0,265.0
21070.0,275.0
21075.0,285.0
21080.0,320.0
21085.0,335.0
21090.0,360.0
21095.0,370.0
21100.0,395.0
21105.0,355.0
21110.0,370.0
21115.0,420.0
21120.0,455.0
21125.0,405.0
21130.0,370.0
21135.0,400.0
21140.0,405.0
21145.0,345.0
21150.0,335.0
21155.0,315.0
21160.0,335.0
21165.0,315.0
21170.0,300.0
21175.0,335.0
21180.0,325.0
21185.0,375.0
21190.0,365.0
21195.0,370.0
21200.0,400.0
21205.0,440.0
21210.0,475.0
21215.0,525.0
21220.0,510.0
21225.0,525.0
21230.0,480.0
21235.0,385.0
21240.0,400.0
21245.0,325.0
21250.0,305.0
21255.0,320.0
21260.0,365.0
21265.0,400.0
21270.0,380.0
21275.0,380.0
21280.0,380.0
21285.0,400.0
21290.0,240.0
21295.0,325.0
21300.0,295.0
21305.0,290.0
21310.0,310.0
21315.0,335.0
21320.0,310.0
21325.0,305.0
21330.0,310.0
21335.0,320.0
21340.0,270.0
21345.0,260.0
21350.0,195.0
21355.0,205.0
21360.0,210.0
21365.0,210.0
21370.0,195.0
21375.0,180.0
21380.0,195.0
21385.0,220.0
21390.0,230.0
21395.0,225.0
21400.0,260.0
21405.0,270.0
21410.0,315.0
21415.0,280.0
21420.0,330.0
21425.0,355.0
21430.0,380.0
21435.0,380.0
21440.0,420.0
21445.0,455.0
21450.0,415.0
21455.0,465.0
21460.0,450.0
21465.0,470.0
21470.0,475.0
21475.0,475.0
21480.0,465.0
21485.0,480.0
21490.0,525.0
21495.0,550.0
21500.0,560.0
21505.0,600.0
21510.0,565.0
21515.0,585.0
21520.0,585.0
21525.0,560.0
21530.0,360.0
21535.0,315.0
21540.0,330.0
21545.0,345.0
21550.0,335.0
21555.0,290.0
21560.0,300.0
21565.0,295.0
21570.0,325.0
21575.0,305.0
21580.0,285.0
21585.0,275.0
21590.0,285.0
21595.0,280.0
21600.0,325.0
21605.0,350.0
21610.0,365.0
21615.0,385.0
21620.0,445.0
21625.0,470.0
21630.0,450.0
21635.0,480.0
21640.0,480.0
21645.0,395.0
21650.0,355.0
21655.0,365.0
21660.0,340.0
21665.0,290.0
21670.0,285.0
21675.0,265.0
21680.0,275.0
21685.0,310.0
21690.0,360.0
21695.0,395.0
21700.0,370.0
21705.0,375.0
21710.0,380.0
21715.0,395.0
21720.0,335.0
21725.0,325.0
21730.0,365.0
21735.0,360.0
21740.0,365.0
21745.0,380.0
21750.0,370.0
21755.0,385.0
21760.0,340.0
21765.0,295.0
21770.0,255.0
21775.0,245.0
21780.0,250.0
21785.0,195.0
21790.0,200.0
21795.0,190.0
21800.0,215.0
21805.0,250.0
21810.0,230.0
21815.0,215.0
21820.0,165.0
21825.0,155.0
21830.0,165.0
21835.0,180.0
21840.0,235.0
21845.0,195.0
21850.0,220.0
21855.0,230.0
21860.0,250.0
21865.0,265.0
21870.0,270.0
21875.0,275.0
21880.0,235.0
21885.0,180.0
21890.0,205.0
21895.0,230.0
21900.0,240.0
21905.0,240.0
21910.0,195.0
21915.0,235.0
21920.0,285.0
21925.0,305.0
21930.0,320.0
21935.0,355.0
21940.0,395.0
21945.0,425.0
21950.0,450.0
21955.0,405.0
21960.0,405.0
21965.0,415.0
21970.0,455.0
21975.0,510.0
21980.0,530.0
21985.0,485.0
21990.0,405.0
21995.0,405.0
22000.0,435.0
22005.0,465.0
22010.0,495.0
22015.0,400.0
22020.0,390.0
22025.0,315.0
22030.0,325.0
22035.0,280.0
22040.0,260.0
22045.0,260.0
22050.0,265.0
22055.0,250.0
22060.0,230.0
22065.0,255.0
22070.0,215.0
22075.0,250.0
22080.0,270.0
22085.0,325.0
22090.0,365.0
22095.0,335.0
22100.0,325.0
22105.0,315.0
22110.0,330.0
22115.0,290.0
22120.0,325.0
22125.0,300.0
22130.0,320.0
22135.0,325.0
22140.0,295.0
22145.0,310.0
22150.0,300.0
22155.0,280.0
22160.0,265.0
22165.0,270.0
22170.0,305.0
22175.0,330.0
22180.0,385.0
22185.0,325.0
22190.0,340.0
22195.0,365.0
22200.0,365.0
22205.0,375.0
22210.0,290.0
22215.0,310.0
22220.0,310.0
22225.0,330.0
22230.0,345.0
22235.0,330.0
22240.0,360.0
22245.0,345.0
22250.0,280.0
22255.0,280.0
22260.0,255.0
22265.0,225.0
22270.0,190.0
22275.0,205.0
22280.0,190.0
22285.0,195.0
22290.0,230.0
22295.0,265.0
22300.0,265.0
22305.0,245.0
22310.0,240.0
22315.0,220.0
22320.0,215.0
22325.0,230.0
22330.0,205.0
22335.0,195.0
22340.0,150.0
22345.0,110.0
22350.0,120.0
22355.0,135.0
22360.0,150.0
22365.0,125.0
22370.0,155.0
22375.0,180.0
22380.0,205.0
22385.0,215.0
22390.0,235.0
22395.0,210.0
22400.0,215.0
22405.0,185.0
22410.0,230.0
22415.0,250.0
22420.0,290.0
22425.0,310.0
22430.0,325.0
22435.0,350.0
22440.0,365.0
22445.0,380.0
22450.0,370.0
22455.0,390.0
22460.0,415.0
22465.0,330.0
22470.0,290.0
22475.0,315.0
22480.0,290.0
22485.0,330.0
22490.0,360.0
22495.0,375.0
22500.0,410.0
22505.0,380.0
22510.0,295.0
22515.0,335.0
22520.0,380.0
22525.0,335.0
22530.0,330.0
22535.0,335.0
22540.0,305.0
22545.0,275.0
22550.0,280.0
22555.0,235.0
22560.0,225.0
22565.0,200.0
22570.0,230.0
22575.0,175.0
22580.0,200.0
22585.0,165.0
22590.0,200.0
22595.0,210.0
22600.0,185.0
22605.0,145.0
22610.0,155.0
22615.0,175.0
22620.0,165.0
22625.0,170.0
22630.0,185.0
22635.0,150.0
22640.0,170.0
22645.0,185.0
22650.0,205.0
22655.0,220.0
22660.0,250.0
22665.0,245.0
22670.0,250.0
22675.0,295.0
22680.0,300.0
22685.0,265.0
22690.0,280.0
22695.0,275.0
22700.0,230.0
22705.0,220.0
22710.0,245.0
22715.0,290.0
22720.0,305.0
22725.0,300.0
22730.0,340.0
22735.0,375.0
22740.0,380.0
22745.0,370.0
22750.0,385.0
22755.0,420.0
22760.0,415.0
22765.0,380.0
22770.0,400.0
22775.0,400.0
22780.0,455.0
22785.0,405.0
22790.0,370.0
22795.0,400.0
22800.0,385.0
22805.0,370.0
22810.0,410.0
22815.0,385.0
22820.0,390.0
22825.0,425.0
22830.0,445.0
22835.0,400.0
22840.0,405.0
22845.0,430.0
22850.0,370.0
22855.0,415.0
22860.0,445.0
22865.0,385.0
22870.0,380.0
22875.0,270.0
22880.0,295.0
22885.0,310.0
22890.0,310.0
22895.0,240.0
22900.0,240.0
22905.0,245.0
22910.0,290.0
22915.0,310.0
22920.0,355.0
22925.0,310.0
22930.0,300.0
22935.0,310.0
22940.0,285.0
22945.0,310.0
22950.0,330.0
22955.0,320.0
22960.0,335.0
22965.0,265.0
22970.0,270.0
22975.0,295.0
22980.0,290.0
22985.0,325.0
22990.0,290.0
22995.0,320.0
23000.0,295.0
23005.0,330.0
23010.0,305.0
23015.0,290.0
23020.0,305.0
23025.0,300.0
23030.0,275.0
23035.0,295.0
23040.0,220.0
23045.0,235.0
23050.0,220.0
23055.0,255.0
23060.0,300.0
23065.0,305.0
23070.0,340.0
23075.0,350.0
23080.0,360.0
23085.0,345.0
23090.0,330.0
23095.0,310.0
23100.0,300.0
23105.0,300.0
23110.0,325.0
23115.0,305.0
23120.0,315.0
23125.0,290.0
23130.0,280.0
23135.0,245.0
23140.0,190.0
23145.0,190.0
23150.0,205.0
23155.0,160.0
23160.0,115.0
23165.0,140.0
23170.0,155.0
23175.0,125.0
23180.0,105.0
23185.0,100.0
23190.0,110.0
23195.0,125.0
23200.0,115.0
23205.0,140.0
23210.0,160.0
23215.0,175.0
23220.0,205.0
23225.0,245.0
23230.0,295.0
23235.0,330.0
23240.0,330.0
23245.0,355.0
23250.0,420.0
23255.0,470.0
23260.0,505.0
23265.0,475.0
23270.0,465.0
23275.0,425.0
23280.0,400.0
23285.0,380.0
23290.0,390.0
23295.0,340.0
23300.0,365.0
23305.0,390.0
23310.0,390.0
23315.0,375.0
23320.0,390.0
23325.0,360.0
23330.0,275.0
23335.0,265.0
23340.0,295.0
23345.0,305.0
23350.0,320.0
